_id,Saglik Tesisi Adi,Ana Kategori,Alt Kategori,Ilce Adi,Mahalle Adi,ADRES,Latitude,Longitude
16980,Ekotom Görüntüleme Ve Tani Merkezi ,Sağlık,Sağlık Diğer,GAZİOSMANPAŞA,MERKEZ,<Null>,41.05653099999999966485120239667594432830810546875,28.91217999999999932470018393360078334808349609375
16981,Implantinstitute Ağiz Ve Diş Sağliği Polikliniği ,Sağlık,Sağlık Diğer,AVCILAR,CİHANGİR,<Null>,40.99427200000000226509655476547777652740478515625,28.705892999999999659621607861481606960296630859375
16982,Akın Eczanesi,Sağlık,Eczane,ATAŞEHİR,KÜÇÜKBAKKALKÖY,Cengiz Topel Cad. KÜÇÜKBAKKALKÖY/ATAŞEHİR,40.98030700000000337013261741958558559417724609375,29.118587000000001552280082250945270061492919921875
16983,Derin Eczanesi,Sağlık,Eczane,ATAŞEHİR,FETİH,<Null>,41.00212400000000201316652237437665462493896484375,29.080196999999998297425918281078338623046875
16984,Ay Işığı Eczanesi,Sağlık,Eczane,BÜYÜKÇEKMECE,FATİH,Gazi Mustafa Kemal Cad. No:35 E FATİH/BÜYÜKÇEKMECE,41.017662000000001398802851326763629913330078125,28.59093299999999970850694808177649974822998046875
16985,Findikli Merkez Eczanesi,Sağlık,Eczane,MALTEPE,FINDIKLI,Işıltı Sk. No:78 FINDIKLI/MALTEPE,40.96989899999999806823325343430042266845703125,29.139717999999998454541128012351691722869873046875
16986,Gül Eczanesi,Sağlık,Eczane,BAŞAKŞEHİR,ZİYA GÖKALP,<Null>,41.07374399999999781130100018344819545745849609375,28.789291999999999660531102563254535198211669921875
16987,Bal Eczanesi,Sağlık,Eczane,KADIKÖY,MERDİVENKÖY,Hızırbey Cad. No:158 MERDİVENKÖY/KADIKÖY,40.98410100000000255704435403458774089813232421875,29.06308299999999888996171648614108562469482421875
16988,İdeal Eczanesi,Sağlık,Eczane,KADIKÖY,ERENKÖY,Tellikavak Sk. No:9A ERENKÖY/KADIKÖY,40.97214100000000058798832469619810581207275390625,29.077349999999999141664375201798975467681884765625
16989,Karlıdağ Eczanesi,Sağlık,Eczane,ESENYURT,YEŞİLKENT,2011. Sk. YEŞİLKENT/ESENYURT,41.0261799999999965393726597540080547332763671875,28.6588780000000014069883036427199840545654296875
16990,Sinem Eczanesi,Sağlık,Eczane,SULTANBEYLİ,AHMET YESEVİ,Mücahit Cad. No:27 AHMET YESEVİ/SULTANBEYLİ,40.973038000000002512024366296827793121337890625,29.271525000000000460431692772544920444488525390625
16991,Buse Melek Eczanesi,Sağlık,Eczane,SANCAKTEPE,EYÜP SULTAN,MehmetAkif Cad. No:29-31A EYÜP SULTAN/SANCAKTEPE,40.97805799999999720739651820622384548187255859375,29.21580300000000107729647425003349781036376953125
16992,Dentolia Group Ağiz Ve Diş Sağliği Hizmetleri ,Sağlık,Sağlık Diğer,KADIKÖY,OSMANAĞA,<Null>,40.990825999999998430212144739925861358642578125,29.02839099999999916690285317599773406982421875
16993,Vialife Özel Sağlik Turizm ,Sağlık,Sağlık Diğer,ATAŞEHİR,BARBAROS,<Null>,40.98681499999999999772626324556767940521240234375,29.098946999999999007968654041178524494171142578125
16994,Megapol Sağlik,Sağlık,Sağlık Diğer,KARTAL,SOĞANLIK YENİ,<Null>,40.91607499999999930651028989814221858978271484375,29.19948600000000027421265258453786373138427734375
16995,Levent Türk,Sağlık,Doktor/Muayenehane,FATİH,AKSARAY,Küçük Langa Cad. No:30 AKSARAY/FATİH,41.00712800000000157751856022514402866363525390625,28.951181999999999305828168871812522411346435546875
16996,Renin Diyaliz,Sağlık,Diyaliz Merkezi Özel,ŞİŞLİ,HALİL RIFAT PAŞA,Arel Sk. No:4 HALİL RIFAT PAŞA/ŞİŞLİ,41.05715000000000003410605131648480892181396484375,28.964935000000000542286215932108461856842041015625
16997,Trof Sağlik Ürünleri ,Sağlık,Sağlık Diğer,AVCILAR,CİHANGİR,<Null>,40.99627199999999760393620817922055721282958984375,28.6986050000000005866240826435387134552001953125
16998,Opak Sağlik Hizmetleri ,Sağlık,Sağlık Diğer,FATİH,AKŞEMSETTİN,<Null>,41.01680900000000207228367798961699008941650390625,28.943162000000000944055500440299510955810546875
16999,Üsküdar Nazif Sözbir Aile Sağliği Merkezi,Sağlık,Sağlık Diğer,ÜSKÜDAR,BARBAROS,<Null>,41.017020000000002255546860396862030029296875,29.03219800000000105910658021457493305206298828125
17000,Pedident Çocuk Diş Kliniği,Sağlık,Sağlık Diğer,BEŞİKTAŞ,AKAT,<Null>,41.090788000000003421519068069756031036376953125,29.02240499999999912006387603469192981719970703125
17001,Validebağ Özel Eğitim Ve Rehabilitasyon ,Sağlık,Sağlık Diğer,KADIKÖY,KOŞUYOLU,<Null>,41.00875500000000073441697168163955211639404296875,29.035101000000000937006916501559317111968994140625
17002,Güzey Anadolu Ağiz Ve Diş Sağliği Polikliniği ,Sağlık,Sağlık Diğer,ÜMRANİYE,ATAKENT,<Null>,41.02250599999999991496224538423120975494384765625,29.11411100000000118370735435746610164642333984375
17003,Özel Npi Nöropsikiyatri,Sağlık,Sağlık Diğer,ÜMRANİYE,SARAY,<Null>,41.029314999999996871338225901126861572265625,29.11424600000000140198608278296887874603271484375
17004,Ikon Ağiz Ve Diş Sağliği ,Sağlık,Sağlık Diğer,BAŞAKŞEHİR,BAHÇEŞEHİR 2. KISIM,<Null>,41.09161300000000238696884480305016040802001953125,28.647031999999999385408955276943743228912353515625
17005,Varimed Medikal ,Sağlık,Sağlık Diğer,BAYRAMPAŞA,TERAZİDERE,<Null>,41.0296900000000022146195988170802593231201171875,28.904742999999999852889231988228857517242431640625
17006,Özel Esteveraclinic Sağlik Hizmetleri ,Sağlık,Sağlık Diğer,KARTAL,KORDONBOYU,<Null>,40.8944589999999976726030581630766391754150390625,29.170269999999998589146343874745070934295654296875
17007,Medilife Sağlik Hizm. ,Sağlık,Sağlık Diğer,BAĞCILAR,FEVZİ ÇAKMAK,<Null>,41.0487660000000005311449058353900909423828125,28.859356999999999260353433783166110515594482421875
17008,La-Zer Diş Ve Ağiz Sağlik Hiz.,Sağlık,Sağlık Diğer,BAKIRKÖY,KARTALTEPE,<Null>,40.982719000000003006789484061300754547119140625,28.8734189999999983911038725636899471282958984375
17009,Dgns Ecza Deposu Ilaç ,Sağlık,Sağlık Diğer,BAĞCILAR,2024-07-15 00:00:00,<Null>,41.031306000000000722138793207705020904541015625,28.814344999999999430428943014703691005706787109375
17010,Medipolitan Sağlik Ve Eğitim Hizm.,Sağlık,Sağlık Diğer,BAHÇELİEVLER,ÇOBANÇEŞME,<Null>,40.9990149999999999863575794734060764312744140625,28.8294139999999998735802364535629749298095703125
17011,Lisa Osgb Ortak Sağlik Güvenlik Birimi Iş Sağliği Ve Güv.,Sağlık,Sağlık Diğer,TUZLA,ŞİFA,<Null>,40.8289639999999991459844750352203845977783203125,29.351009000000001236685420735739171504974365234375
17012,Çinar Medikal Sağlik Hizmetler i,Sağlık,Sağlık Diğer,ÜMRANİYE,ESENKENT,<Null>,41.006382000000002108208718709647655487060546875,29.1806729999999987512637744657695293426513671875
17013,Türk Silahli Kuvvetleri Mehmetçik Vakfi,Sağlık,Sağlık Diğer,KADIKÖY,CAFERAĞA,<Null>,40.9895920000000018035279936157166957855224609375,29.022165000000001100488589145243167877197265625
17014,Ercan Sosyal Hizmetler Huzurevi Bakimevi,Sağlık,Sağlık Diğer,BÜYÜKÇEKMECE,GÜZELCE,<Null>,40.999651000000000067302607931196689605712890625,28.52140299999999939473127597011625766754150390625
17015,Akademi Özel Eğitim ve Rehabilitasyon,Sağlık,Sağlık Diğer,ZEYTİNBURNU,GÖKALP,<Null>,40.993200999999999112333171069622039794921875,28.907219999999998805151335545815527439117431640625
17016,Fatih 16 Nolu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,FATİH,AKSARAY,Kürkçübaşı Çeşmesi Sk. No:50 AKSARAY/FATİH,41.00565900000000141290001920424401760101318359375,28.94331700000000040517988963983952999114990234375
17017,Sami Murat Özturan,Sağlık,Diş Hekimi,FATİH,SEYYİD ÖMER,Emrullah Efendi Sk. No:79 SEYYİD ÖMER/FATİH,41.0090459999999978890627971850335597991943359375,28.937135999999998858811522950418293476104736328125
17018,Mustafa Yılmaz ,Sağlık,Diş Hekimi,FATİH,ŞEHREMİNİ,Turgut Özal Millet Cad. No:145 ŞEHREMİNİ/FATİH,41.0155069999999994934114511124789714813232421875,28.9321589999999986275724950246512889862060546875
17019,Ceren Turfaner,Sağlık,Diş Hekimi,FATİH,ŞEHREMİNİ,Turgut Özal Millet Cad. No:83 ŞEHREMİNİ/FATİH,41.01288799999999667988959117792546749114990234375,28.93759800000000126374288811348378658294677734375
17020,Hüseyin Özkan,Sağlık,Diş Hekimi,FATİH,ŞEHREMİNİ,Turgut Özal Millet Cad. No:77 ŞEHREMİNİ/FATİH,41.01248700000000013687895261682569980621337890625,28.938168000000001001126292976550757884979248046875
17021,Sevgi Ordu Sarıtaş,Sağlık,Diş Hekimi,FATİH,EMİN SİNAN,Piyer Loti Cad. No:45 EMİN SİNAN/FATİH,41.0063320000000004483808879740536212921142578125,28.969742000000000103909769677557051181793212890625
17022,Özel Maya Polikliniği,Sağlık,Poliklinik Özel,FATİH,ŞEHREMİNİ,Turgut Özal Millet Cad. No:129 ŞEHREMİNİ/FATİH,41.01492300000000312820702674798667430877685546875,28.933153000000000787395038059912621974945068359375
17023,Medav Sağlik Ürünleri,Sağlık,Sağlık Diğer,BAKIRKÖY,KARTALTEPE,<Null>,40.99585400000000134923539008013904094696044921875,28.871793000000000262161847786046564579010009765625
17024,Kürdan Sağlik Hizmetleri Ve ,Sağlık,Sağlık Diğer,BEŞİKTAŞ,CİHANNÜMA,<Null>,41.0466660000000018726495909504592418670654296875,29.007283999999998513885657303035259246826171875
17025,Alternatif Sağlik Ve Güzellik Hizmetleri,Sağlık,Sağlık Diğer,FATİH,TOPKAPI,<Null>,41.01773800000000136378730530850589275360107421875,28.929325999999999652345650247298181056976318359375
17026,Serka Sağlik ,Sağlık,Sağlık Diğer,BAĞCILAR,MERKEZ,<Null>,41.03420899999999704732545069418847560882568359375,28.85901700000000147383616422303020954132080078125
17027,Özel Meva Ağiz Ve Diş Sağliği Polikliniği ,Sağlık,Sağlık Diğer,SANCAKTEPE,İNÖNÜ,<Null>,41.0136159999999989622665452770888805389404296875,29.207384000000001122998583014123141765594482421875
17028,Improgen Diagnostik Kimya ,Sağlık,Sağlık Diğer,KÜÇÜKÇEKMECE,KÜÇÜKÇEKMECE İKİTELLİOSB,<Null>,41.0610879999999980327629600651562213897705078125,28.788332000000000476802597404457628726959228515625
17029,Dd Tibbi Gereçler ,Sağlık,Sağlık Diğer,FATİH,MOLLA GÜRANİ,<Null>,41.0125359999999972160367178730666637420654296875,28.94173599999999879628376220352947711944580078125
17030,Alra Ağiz ve Diş Sağliği ,Sağlık,Sağlık Diğer,BEYLİKDÜZÜ,YAKUPLU,<Null>,41.005325999999996611222741194069385528564453125,28.665175000000001404032445861957967281341552734375
17031,Bilgesu Varol Ergoterapi Sağlik Hizmetleri ,Sağlık,Sağlık Diğer,BAKIRKÖY,ŞENLİKKÖY,<Null>,40.97410599999999902820491115562617778778076171875,28.803014000000001004764271783642470836639404296875
17032,Bakirköy Ortopedi Ve Sağlik Ürünleri,Sağlık,Sağlık Diğer,BAKIRKÖY,ZUHURATBABA,<Null>,40.98133500000000140062184073030948638916015625,28.870917999999999636884240317158401012420654296875
17033,Fatih Sağlik Hizmetleri,Sağlık,Sağlık Diğer,FATİH,KARAGÜMRÜK,<Null>,41.026600000000001955413608811795711517333984375,28.939052000000000219870344153605401515960693359375
17034,Abaci Diş Sağliği ,Sağlık,Sağlık Diğer,BAKIRKÖY,ŞENLİKKÖY,<Null>,40.9845279999999974052116158418357372283935546875,28.794973999999999847432263777591288089752197265625
17035,Dişkonaği Ağiz Ve Diş Sağliği ,Sağlık,Sağlık Diğer,BAĞCILAR,GÜNEŞLİ,<Null>,41.0313009999999991350705386139452457427978515625,28.830612999999999601641320623457431793212890625
17036,Bilim Özel Sağlik Hizmetleri,Sağlık,Sağlık Diğer,KARTAL,ORTA,<Null>,40.9153409999999979618223733268678188323974609375,29.201537999999999328792910091578960418701171875
17037,Mebadent Ağiz Ve Diş Sağliği Sanayi ,Sağlık,Sağlık Diğer,ŞİŞLİ,FULYA,<Null>,41.06630200000000030513547244481742382049560546875,28.996971999999999525243765674531459808349609375
17038,Mlp Sağlik Hizmetleri,Sağlık,Sağlık Diğer,BAŞAKŞEHİR,İKİTELLİ OSB,<Null>,41.07688900000000131740307551808655261993408203125,28.809670000000000555928636458702385425567626953125
17039,Göral Ağiz Ve Diş Sağliği Polikliniği ,Sağlık,Sağlık Diğer,ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,<Null>,41.1787240000000025474946596659719944000244140625,28.746370999999999895635482971556484699249267578125
17040,Akua Dental Ağız Ve Diş Sağlığı ,Sağlık,Sağlık Diğer,SANCAKTEPE,MECLİS,<Null>,41.010007999999999128704075701534748077392578125,29.209582999999998520479493890888988971710205078125
17041,Prodent Özel Sağlik Hizmetleri (I.Mehmet Yazici),Sağlık,Sağlık Diğer,BAKIRKÖY,ZUHURATBABA,<Null>,40.98490100000000069258021540008485317230224609375,28.868238000000001619582690182141959667205810546875
17042,Şahin Diş Kliniği Sağlik Hizmetleri,Sağlık,Sağlık Diğer,FATİH,ALİ KUŞÇU,<Null>,41.02109300000000047248249757103621959686279296875,28.946439999999999059809852042235434055328369140625
17043,Emay Ağiz Ve Diş Sağliği Polikliniği ,Sağlık,Sağlık Diğer,TUZLA,AYDINLI,<Null>,40.87145000000000294448909698985517024993896484375,29.32831900000000047157300286926329135894775390625
17044,Arda Ağiz Diş Sağliği ,Sağlık,Sağlık Diğer,KADIKÖY,KOŞUYOLU,<Null>,41.01095600000000018781065591610968112945556640625,29.0379080000000016070771380327641963958740234375
17045,Doğa Iş Güvenliği Sağlik Ve Eğitim ,Sağlık,Sağlık Diğer,ESENYURT,AKÇABURGAZ,<Null>,41.0775110000000012178134056739509105682373046875,28.625226000000001391754267388023436069488525390625
17046,Doğa Iş Güvenliği Sağlik Ve Eğitim ,Sağlık,Sağlık Diğer,ESENYURT,AKÇABURGAZ,<Null>,41.0775110000000012178134056739509105682373046875,28.625226000000001391754267388023436069488525390625
17047,Analist Isg Eğitim Danişmanlik ,Sağlık,Sağlık Diğer,ATAŞEHİR,KÜÇÜKBAKKALKÖY,<Null>,40.97962400000000116051523946225643157958984375,29.113575000000000869704308570362627506256103515625
17048,Hayat Sağlik Ve Sosyal Hizmetler Vakfi,Sağlık,Sağlık Diğer,FATİH,HASEKİ SULTAN,<Null>,41.00978500000000082081896835006773471832275390625,28.94540299999999888314050622284412384033203125
17049,New Aura Estetik Ve Sağlik Hizmetleri ,Sağlık,Sağlık Diğer,BAKIRKÖY,CEVİZLİK,<Null>,40.9791790000000020199877326376736164093017578125,28.876242999999998772864273632876574993133544921875
17050,Vitasigna Hayvan Sağliği ,Sağlık,Sağlık Diğer,BAĞCILAR,2024-07-15 00:00:00,<Null>,41.04338599999999814826878719031810760498046875,28.815158000000000271256794803775846958160400390625
17051,Istanbul Dent Sağlik Hizmetleri ,Sağlık,Sağlık Diğer,BAĞCILAR,KİRAZLI,<Null>,41.0308890000000019426806829869747161865234375,28.84120599999999967621988616883754730224609375
17052,Özmen Ağiz Diş Sağlik Hiz.icaret ,Sağlık,Sağlık Diğer,KÜÇÜKÇEKMECE,YEŞİLOVA,<Null>,40.99231400000000036243363865651190280914306640625,28.784079999999999444071363541297614574432373046875
17053,Yildiz Ağiz Ve Diş Sağliği Merkezi ,Sağlık,Sağlık Diğer,GAZİOSMANPAŞA,HÜRRİYET,<Null>,41.07070900000000079899109550751745700836181640625,28.894171000000000049112713895738124847412109375
17054,Sarperen Sağlik Hizmetleri ,Sağlık,Sağlık Diğer,BÜYÜKÇEKMECE,PINARTEPE,<Null>,41.00684199999999890451363171450793743133544921875,28.622417999999999693727659177966415882110595703125
17055,Afs Dental Ağız ve Diş Sağliği Polikliniği ,Sağlık,Sağlık Diğer,ZEYTİNBURNU,SÜMER,<Null>,40.99193100000000100635588751174509525299072265625,28.894508999999999332430888898670673370361328125
17056,Tmk Esen Sağlik Hizmetleri .,Sağlık,Sağlık Diğer,ÜMRANİYE,IHLAMURKUYU,<Null>,41.0182199999999994588506524451076984405517578125,29.133585000000000064801497501321136951446533203125
17057,Çiçek Özel Eğitim Rehabilitasyon Ve Sağlik ,Sağlık,Sağlık Diğer,KÜÇÜKÇEKMECE,HALKALI MERKEZ,<Null>,41.03635200000000082809492596425116062164306640625,28.7960139999999995552570908330380916595458984375
17058,Hayat Sağlik Ve Sosyal Hizmetler Vakfi,Sağlık,Sağlık Diğer,FATİH,HASEKİ SULTAN,<Null>,41.0097719999999981155269779264926910400390625,28.945713999999998833345671300776302814483642578125
17059,Vera Hastanesi Ve Sağlik ,Sağlık,Sağlık Diğer,KÜÇÜKÇEKMECE,SULTAN MURAT,<Null>,41.002341999999998733983375132083892822265625,28.7885950000000008230927051045000553131103515625
17060,Altinşehir Psikolojik Danışmanlık,Sağlık,Sağlık Diğer,BAŞAKŞEHİR,ALTINŞEHİR,<Null>,41.0717369999999988294803188182413578033447265625,28.752106999999998748762664035893976688385009765625
17061,Altinşehir Psikolojik Danışmanlık,Sağlık,Sağlık Diğer,BAŞAKŞEHİR,ALTINŞEHİR,<Null>,41.0717369999999988294803188182413578033447265625,28.752106999999998748762664035893976688385009765625
17062,Hayat Sağlik Ve Sosyal Hizmetler Vakfi,Sağlık,Sağlık Diğer,FATİH,HASEKİ SULTAN,<Null>,41.00839700000000220825313590466976165771484375,28.937982999999999123019733815453946590423583984375
17063,Bilge Eğitim Danışmanlık,Sağlık,Sağlık Diğer,FATİH,TOPKAPI,<Null>,41.0190010000000029322109185159206390380859375,28.9277680000000003701643436215817928314208984375
17064,Verinette Özel Sağ.Dan.Ilet.Tek.Ve Tib.Mal.Tur.Eğit.,Sağlık,Sağlık Diğer,FATİH,ŞEHREMİNİ,<Null>,41.01499700000000103727870737202465534210205078125,28.933074999999998766497810720466077327728271484375
17065,Özel Dünya Sağlik Hizmetleri i,Sağlık,Sağlık Diğer,BAĞCILAR,DEMİRKAPI,<Null>,41.0437519999999977926563587971031665802001953125,28.841239000000001624357537366449832916259765625
17066,Okmeydani Sağlik Hiz. ,Sağlık,Sağlık Diğer,KAĞITHANE,GÜRSEL,<Null>,41.06527200000000021873347577638924121856689453125,28.971613999999998867451722617261111736297607421875
17067,Dahili Bilimler Sağlik Hizmetleri ,Sağlık,Sağlık Diğer,KAĞITHANE,GÜRSEL,<Null>,41.06527200000000021873347577638924121856689453125,28.971613999999998867451722617261111736297607421875
17068,Sanera Ecza Deposu Ve Diş ,Sağlık,Sağlık Diğer,ÜMRANİYE,ŞERİFALİ,<Null>,41.00385299999999944020601105876266956329345703125,29.149249000000001075250111171044409275054931640625
17069,Hilal Özel Sağlik Hizmetleri Ti,Sağlık,Sağlık Diğer,BAHÇELİEVLER,ZAFER,<Null>,41.0085940000000022109816200099885463714599609375,28.832706000000001722582965157926082611083984375
17070,Kzn ,Sağlık,Sağlık Diğer,BAYRAMPAŞA,YILDIRIM,<Null>,41.06870099999999723650034866295754909515380859375,28.886793000000000830596036394126713275909423828125
17071,Lab  Laboratuar Ve Sağlik Malzemeleri,Sağlık,Sağlık Diğer,BAŞAKŞEHİR,İKİTELLİ OSB,<Null>,41.09651000000000209411155083216726779937744140625,28.79827999999999832425601198337972164154052734375
17072,Trakya Özel Sağlik Tesisleri,Sağlık,Sağlık Diğer,KÜÇÜKÇEKMECE,CENNET,<Null>,40.9871940000000023474058252759277820587158203125,28.783401999999998821522240177728235721588134765625
17073,Metisdent Ağiz Diş Sağ.Pol. ,Sağlık,Sağlık Diğer,KÜÇÜKÇEKMECE,HALKALI MERKEZ,<Null>,41.03334100000000006502887117676436901092529296875,28.79833800000000110230757854878902435302734375
17074,Baran Özel Sağlik Hizmetleri ,Sağlık,Sağlık Diğer,BEYLİKDÜZÜ,BARIŞ,<Null>,41.00802900000000050795279094018042087554931640625,28.65406300000000072714101406745612621307373046875
17075,Sades Sağlik Ve Sağlik Turizmi Destek Hizmetleri,Sağlık,Sağlık Diğer,KÜÇÜKÇEKMECE,ATAKENT,<Null>,41.0552109999999998990460881032049655914306640625,28.76079800000000119553078548051416873931884765625
17076,Inal Sağlik Hizmetleri Eğitim Gıda İnşaat ,Sağlık,Sağlık Diğer,FATİH,BALAT,<Null>,41.02645100000000155660018208436667919158935546875,28.948268999999999806505002197809517383575439453125
17077,Hayat Sağlik Ve Sosyal Hizmetler Vakfi,Sağlık,Sağlık Diğer,FATİH,AKSARAY,<Null>,41.0080329999999975143509800545871257781982421875,28.9454700000000002546585164964199066162109375
17078,Trio Sağlik Gereçleri  Ve Aş.,Sağlık,Sağlık Diğer,AVCILAR,CİHANGİR,<Null>,40.99096200000000322916093864478170871734619140625,28.693881999999998555495039909146726131439208984375
17079,Cengiz Medikal Diş ,Sağlık,Sağlık Diğer,BAŞAKŞEHİR,İKİTELLİ OSB,<Null>,41.09670200000000050977178034372627735137939453125,28.7999429999999989604475558735430240631103515625
17080,Sağlam Ağiz Diş Sağliği ,Sağlık,Sağlık Diğer,BEYLİKDÜZÜ,ADNAN KAHVECİ,<Null>,40.99812899999999871170075493864715099334716796875,28.629903999999999797410055180080235004425048828125
